0,1
चुनाव,CHUNAV
किसीको,KISIKO
मतदाता,MATDATA
अपना,APNA
तरीका,TARIKA
हक,HAK
स्लोगन,SLOGAN
सर्दियों,SARDIYON
एकदम,EKDAM
मिश्रा,MISHRA
धरने,DHARNE
बैठेंगे,BAITHENGE
बडी,BADI
बहू,BAHU
सफाई,SAFAI
जानते,JANTE
बीवी,BIVI
कुमुद,KUMUD
इतना,ITNA
निजी,NIJI
मामले,MAMLE
सच्चाई,SACHCHAI
जानने,JAANNE
निश्चय,NISHCHAY
संसद,SANSAD
प्रभा,PRABHA
ठाकुरता,THAKURTA
सांसद,SANSAD
अनंत,ANANT
राव,RAV
जोशी,JOSHI
प्रकट,PRAKAT
अजंता,AJANTA
चित्रकारी,CHITRAKARI
चुकी,CHUKI
क्रम,KRAM
धर्म,DHARM
मुद्दा,MUDDA
गाँधी,GANDHI
ब्रह्मपुत्र,BRAHMPUTRA
काँग्रेस,KANGRES
तीसरे,TISRE
उद्घाटन,UDGHATAN
भाषण,BHASHAN
स्टीव,STEVE
टेस्ट,TEST
नौ,NAU
उर्जा,URJA
बचत,BACHAT
पर्यावरण,PARYAVARAN
अनुकूलन,ANUKULAN
गोश्त,GOSHT
प्रयास,PRAYAS
संगीतिक,SANGITIK
उन्मुक्त,UNMUKT
वर्णन,VARNAN
डकैती,DAKAITI
आरोप,AROP
काटेंगे,KATENGE
मानव,MANAV
कडे,KADE
निर्देश,NIRDESH
उन्हों,UNHO
अवधि,AVADHI
इधर,IDHAR
प्रकृति,PRAKRITI
रखी,RAKHI
बरसाकर,BARSAKAR
उपहार,UPHAR
सिख,SIKH
प्रति,PRATI
सजग,SAJAG
जाये,JAYE
प्रदेशों,PRADESHON
इसे,ISE
स्पर्श,SPARSH
स्थानीय,STHANIYA
ग्राउंड,GROUND
समारोह,SAMAROH
चंद्रशेखर,CHANDRASEKHAR
हेगडे,HEGDE
कैलाश,KAILASH
विजय,VIJAY
मैदान,MAIDAN
बजे,BAJE
प्रतियोगी,PRATIYOGI
समाज,SAMAJ
सफल,SAFAL
व्यक्ति,VYAKTI
कुटिल,KUTIL
लडाकू,LADAKU
जिले,JILE
वक्त,VAKT
काला,KALA
मूड,MOOD
यानी,YANI
मेडिटेशन,MEDITATION
व्यक्त,VYAKT
कृष्ण,KRISHN
लग,LAG
दक्षेस,DAKSHES
देशों,DESHON
सहयोग,SAHYOG
वाजपेयी,VAJPEYI
डरे,DARE
लंका,LANKA
जैन,JAIN
हरि,HARI
हाथक,HATHAK
लोक,LOK
आने,AANE
दौर,DAUR
जीते,JEETE
प्राकृतिक,PRAKRITIK
यांत्रिकी,YANTRIKI
निर्मित,NIRMIT
आसमान,AASMAAN
अंतर,ANTAR
पंडित,PANDIT
रोनु,RONU
मजुमदार,MAJUMDAR
पिता,PITA
भानु,BHANU
प्राप्त,PRAPT
रुपयों,RUPYON
रिन,RIN
अमेरिका,AMERICA
जिलाभिषेक,JILABHISHEK
किये,KIYE
बोंसाई,BONSAI
कलाकार,KALAKAR
सिद्ध,SIDDH
सर्वेक्षण,SARVEKSHAN
मुताबिक,MUTABIK
लिंग,LING
नीलम,NEELAM
नवीन,NAVEEN
बनी,BANI
आगवानी,AGVANI
शोभा,SHOBHA
यात्रा,YATRA
भावर,BHAVAR
गटानी,GATANI
वाणी,VANI
वीणा,VEENA
बाण,BAAN
भर्तृहरि,BHARTRIHARI
गुफा,GUFA
सदी,SADI
उत्तरवर्दी,UTTARVARDI
नेता,NETA
जमुना,JAMUNA
देवी,DEVI
प्रतिक्रिया,PRATIKRIYA
धोखा,DHOKHA
चेर्नोबिल,CHERNOBIL
नगरपालिका,NAGARPALIKA
कोलार,KOLAR
तहसीलदार,TAHSILDAR
अजय,AJAY
कुमार,KUMAR
बालकृष्णन,BALAKRISHNAN
न्यायधिश,NYAYADHISH
कार्यकाल,KARYAKAL
लटकाया,LATKAYA
आक्रमण,AAKRAMAN
कालिदास,KALIDAS
मेघदूत,MEGHDOOT
देवागिरी,DEVAGIRI
चंबल,CHAMBAL
नदियों,NADIYON
मध्य,MADHYA
आखिर,AKHIR
नीति,NEETI
तत्काल,TATKAL
लागू,LAGU
आयतनता,AYATANTA
गुनाह,GUNAH
ब्रह्मांड,BRAHMAND
सहत,SAHAT
निकाल,NIKAL
मराठी,MARATHI
निर्देशक,NIRDESHAK
बाबु,BABU
कलात्मक,KALATMAK
निर्देशन,NIRDESHAN
राजस्थान,RAJASTHAN
विद्वान,VIDWAN
विनोबा,VINOBA
अंतिम,ANTIM
सांस,SANS
भाषा,BHASHA
हिस्सों,HISSON
उमस,UMAS
भरी,BHARI
गर्मी,GARMI
राहत,RAHAT
स्वास्थ्य,SWASTHYA
बीमे,BEEME
परिधि,PARIDHI
राजीव,RAJIV
पुण्य,PUNYA
तिथि,TITHI
पूर्वक,PURVAK
जनों,JANON
वन,VAN
वर्ग,VARG
जीवित,JEEVIT
बचे,BACHE
बच,BACH
चाय,CHAY
पिलाने,PILANE
बढिया,BADHIYA
इंकार,INKAR
ज्योतिमंडल,JYOTIMANDAL
स्वर्ण,SWARN
जयंती,JAYANTI
मंडल,MANDAL
मती,MATI
बोरा,BORA
आथित्य,AATHITYA
सत्य,SATY
देव,DEV
दूबे,DUBE
थियेटर,THIYETAR
सोहो,SOHO
हेतु,HETU
सावरकर,SAVARKAR
उतने,UTNE
माँग,MANG
भावना,BHAVNA
भवन,BHAVAN
स्तम्भ,STAMBH
जाएगी,JAEGI
बक,BAK
चित्र,CHITR
अंतरिक्ष,ANTARIKSH
अनुसंधान,ANUSANDHAN
महत्व,MAHATV
व्यक्तियों,VYAKTIYON
मुद्दो,MUDDO
दसर,DASAR
नाटायन,NATAYAN
दासी,DASI
जघन्य,JAGHANY
हत्या,HATYA
चौथे,CHAUTHE
परिसीमन,PARISIMAN
जनतांत्रिक,JANTANTRIK
दिवा,DIVA
लागत,LAGAT
चिकित्सा,CHIKITSA
महाविद्यालय,MAHAVIDYALAY
खुलेगा,KHULEGA
सदन,SADAN
मुलायम,MULAYAM
दर्ज,DARJ
कितनो,KITNO
सहायक,SAHAYAK
पद,PAD
आग्रह,AAGRAH
दोहा,DOHA
व्यापार,VYAPAR
खत्म,KHATM
अंग्रेजी,ANGREJI
कलाकारों,KALAKARON
ब्राजील,BRAJIL
जून,JOON
खेलना,KHELNA
परीक्षण,PARIKSHAN
कोंकण,KONKAN
पर्यवेक्षक,PARYAVEKSHAK
महाप्रबंधक,MAHAPRABANDHAK
राजाराम,RAJARAM
रक्त,RAKT
जामुन,JAAMUN
गुण,GUN
डेविस,DEVIS
फाइनल,FINAL
धरती,DHARTI
उधर,UDHAR
समर्थकों,SAMARTHAKON
जोश,JOSH
साधारण,SADHARAN
किरदार,KIRDAR
सर्वश्रेष्ठ,SARVASHRESHTH
कप्तान,KAPTAN
राहुल,RAHUL
रिकी,RIKI
पोंटिंग,PONTING
माहेला,MAHELA
जयवर्धने,JAYVARDHANE
श्रीलंका,SHRILANKA
पाठ,PAATH
वितरित,VITARIT
इलाकों,ILAKON
दयनीय,DAYANIYA
मोती,MOTI
कश्यप,KASHYAP
लेंगे,LENGE
गरिमा,GARIMA
रखना,RAKHANA
वार्षिक,VARSHIK
गौड़,GOUD
प्रदर्शनी,PRADARSHANI
फोर,FOR
पाकिस्तानी,PAKISTANI
मोहम्मद,MOHAMMAD
मैचों,MAICHON
खेलेगी,KHELEGI
सोफ्टवेयर,SOFTWARE
लगे,LAGE
चेत,CHET
शासन,SHASAN
समाधान,SAMADHAN
मिलाकर,MILAKAR
सितारों,SITARON
लगातार,LAGATAR
समंवित,SAMANVIT
रोग,ROG
सक्रिय,SAKRIYA
लक्ष्मी,LAKSHMI
जमाली,JAMALI
अनुभव,ANUBHAV
मृत्यु,MRITYU
विकसित,VIKASIT
देकर,DEKAR
दान,DAN
देता,DETA
दिलीप,DILIP
बुधिया,BUDHIYA
नारायणन,NARAYANAN
हद,HAD
मिलती,MILTI
कनाडा,KANADA
रक्षा,RAKSHA
सोनारों,SONARON
अत्यधिक,ATYADHIK
प्रयोग,PRAYOG
श्रेणी,SHRENI
रखा,RAKHA
विविध,VIVIDH
उमेश,UMESH
जिन्दगी,JINDGI
अहम,AHAM
संचालन,SANCHALAN
बडे,BADE
तकनीकी,TAKNIKI
पोषण,POSHAN
कुपोषण,KUPOSHAN
उत्पन्न,UTPAN
उठाया,UTHAYA
पंजाब,PANJAB
जमकर,JAMKAR
पोल,POL
खोली,KHOLI
नगरों,NAGRON
प्रतिनिधि,PRATINIDHI
मुलाकात,MULAKAT
समस्या,SAMASYA
प्रार्थना,PRARTHNA
हमारा,HAMARA
विश्वास,VISHWAS
हमारी,HAMARI
सुनी,SUNI
पुस्तक,PUSTAK
ठाकरे,THAKARE
पार्थिव,PARTHIV
पहुँचा,PAHUNCHA
उठा,UTHA
वामन,WAMAN
पुराण,PURAN
आत्मा,AATMA
संशय,SANSHAY
शाम,SHAM
सिक्का,SIKKA
उतनी,UTNI
देगा,DEGA
देंगे,DENGE
कश्ती,KASHTI
फंस,FANS
प्रदर्शन,PRADARSHAN
धक्का,DHAKKA
राजेश,RAJESH
जोंगरे,JONGRE
बिजली,BIJLI
संकट,SANKAT
गहराया,GAHRAYA
निवृत्ति,NIVRITTI
वनरोपण,VANROPAN
घटित,GHATIT
अनुमोदित,ANUMODIT
अहिल्या,AHILYA
पर्चे,PARCHE
प्रत्यक्ष,PRATYAKSH
अर्थ,ARTH
दोही,DOHI
कमलनाथ,KAMALNATH
शेन,SHEN
परिक्रम,PARIKRAM
भगली,BHAGLI
ग्रहों,GRAHON
निरीक्षण,NIRIKSHAN
करे,KARE
चुप्पी,CHUPPI
साध,SAADH
बेशक,BESHAK
बुरी,BURI
डर,DAR
कचहरी,KACHARI
पर्यटन,PARYATAN
चक्रवर्ती,CHAKRAVARTI
मुफ्त,MUFT
बंध,BANDH
गयी,GAYI
होगी,HOGI
पुल,PUL
प्रतिदिन,PRATIDIN
रूपये,RUPAYE
समाचार,SAMACHAR
गावस्कर,GAVASKAR
आनन्द,ANAND
बिरला,BIRLA
मुख्यमन्त्री,MUKHYAMANTRI
भेजने,BHEJNE
दिये,DIYE
इरान,IRAN
अचानक,ACHANAK
चक्कर,CHAKKAR
गिर,GIR
खूबसूरत,KHUBSOORAT
खेले,KHELE
गये,GAYE
कोश,KOSH
अनौपचारिक,ANAUPCHARIK
उक्त,UKT
पाक,PAK
सम्बन्धों,SAMBANDHON
मुस्लिमों,MUSLIMON
जवाब,JAWAB
चौदह,CHAUDAH
अंतराल,ANTARAL
लौटे,LAUTE
सुनकर,SUNKAR
पैना,PAINA
सन्नाटा,SANNATA
गवार,GAWAR
पल्ले,PALLE
अखबार,AKHBAR
चैनल,CHAINAL
चलाना,CHALANA
अरबों,ARBON
धंधा,DHANDHA
बुनकरों,BUNKARON
अफसर,AFSAR
पद्मनृत्य,PADMANRITYA
अरविन्द,ARVIND
चेतना,CHETNA
पंद्रहवीं,PANDRAHVI
शताब्दि,SHATABDI
मदनमोहन,MADANMOHAN
गोपीनाथ,GOPINATH
बल्लभ,BALLABH
मंदिरों,MANDIRON
गोविन्दघाट,GOVINDGHAT
हिन्कुन,HINKUN
पदयात्रा,PADYATRA
चरणों,CHARNON
मुस्लिम,MUSLIM
हबीब,HABIB
किस्मत,KISMAT
हसरत,HASRAT
सेवादल,SEVADAL
शर्मा,SHARMA
शंकर,SHANKAR
बाघेला,BAGHELA
जल्दी,JALDI
हट,HAT
कश्मीरी,KASHMIRI
करेगी,KAREGI
लड़कियँ,LADKIYAN
नतीजे,NATIJE
लाना,LANA
संवाद,SANWAD
जावेद,JAVED
अख्तर,AKHTAR
अमिताभ,AMITABH
संतुष्ट,SANTUSHT
खानों,KHANON
निकाले,NIKALE
तकनीकों,TAKNIKON
लाभ,LABH
गरीब,GARIB
वनोइ,VANOI
जागरण,JAGRAN
चुनौती,CHUNAUTI
खिलचिपुर,KHILCHIPUR
सहारनपुर,SAHARANPUR
निरस्त,NIRAST
भागीदारी,BHAGIDARI
अनाथ,ANATH
ब्रितो,BRITO
अर्लेकर,ARLEKAR
खिलाफ,KHILAF
खारिज,KHARIJ
तहत,TAHAT
चरण,CHARAN
अपुन,APUN
अनु,ANU
बाल,BAL
साहित्य,SAHITYA
अत्मीय,ATMIYA
भेंट,BHENT
जूता,JUTA
उल्टा,ULTA
गिरे,GIRE
साथी,SAATHI
स्वार्थी,SWARTHI
नरसिम्हा,NARSIMHA
सद्दाम,SADDAM
मार,MAAR
सिरदर्द,SIRDARD
व्याख्यान,VYAKHYAN
प्रकाश,PRAKASH
गुप्ता,GUPTA
विष्णु,VISHNU
श्रीधर,SHRIDHAR
वकन्दर,VAKANDAR
स्मरण,SMARAN
बेताल,BETAL
राजन,RAJAN
योगी,YOGI
रोया,ROYA
हँसा,HANSA
मिल्टन,MILTON
रोजगार,ROJGAR
नामी,NAMI
रेहाना,REHANA
सुल्तान,SULTAN
सलुजा,SALUJA
उत्तरी,UTTARI
कोरिया,KORIYA
भरोसा,BHAROSA
मिल,MIL
पुरानी,PURANI
राजा,RAJA
राज,RAJ
संगीत,SANGEET
नृत्य,NRITYA
तेरह,TERAH
अगस्त,AGAST
उत्सव,UTSAV
खाते,KHATE
मान,MAAN
जंगल,JANGAL
सर्वप्रथम,SARVAPRATHAM
सामयिक,SAMYIK
तात्पर्य,TATPARYA
मिलेगी,MILEGI
पौधे,PAUDHE
शून्य,SHUNYA
उत्तरांचल,UTTARANCHAL
खोलने,KHOLNE
मनुष्य,MANUSHYA
दवा,DAVA
बिक्री,BIKRI
दिल्हा,DILHA
बालमित्र,BALMITRA
अगिसल,AGISAL
निशान,NISHAN
बाकी,BAKI
शिवती,SHIVATI
पनबका,PANBAKA
परिवार,PARIVAR
कार्यभार,KARYABHAR
दस्तक,DASTAK
फ्लू,FLU
आमद,AMAD
कोठारी,KOTHARI
घोटालों,GHOTALON
खबरों,KHABRON
भरे,BHARE
मिर्गी,MIRGI
शिकार,SHIKAR
कुप्रथा,KUPRATHA
सामाजिक,SAMAJIK
व्यवस्था,VYAVASTHA
शिक्षण,SHIKSHAN
संस्थान,SANSTHAN
वयस्क,VAYASK
बहु,BAHU
साधे,SADHE
रखे,RAKHE
उतर,UTAR
सड़क,SADAK
खजराना,KHAJRANA
किलो,KILO
लड्डू,LADDU
गणपती,GANPATI
सवा,SAVA
चुला,CHULA
चनसम,CHANSAM
नकद,NAKAD
चला,CHALA
महबूब,MAHBUB
सतरपुर,SATARPUR
चहल,CHAHAL
अंतरीक्ष,ANTARIKSH
टकरा,TAKRA
केम्प,KEMP
संघर्ष,SANGHARSH
बोई,BOI
कहुँ,KAHUN
खून,KHOON
गलत,GALAT
वाराणसी,VARANSI
धार्मिक,DHARMIK
व्यापारिक,VYAPARIK
प्रभाव,PRABHAV
निर्धारित,NIRDHARIT
जायेंगे,JAYENGE
पुराणों,PURANON
ग्रंथों,GRANTHON
व्याख्या,VYAKHYA
भोजशाला,BHOJSHALA
वर्षों,VARSHON
तेजी,TEJI
उभरा,UBHRA
अमरजीत,AMARJIT
नेहरु,NEHRU
खानदान,KHANDAN
शरीक,SHARIK
नरेंद्र,NARENDRA
चंद्रबाबु,CHANDRABABU
नायडू,NAYADU
रणनीति,RANNITI
सागर,SAGAR
उपसरपंच,UPSARPANCH
चौधरी,CHAUDHARI
विरक्षियों,VIRAKSHIYON
स्थानांतरित,STHANANTARIT
संस्कृत,SANSKRIT
कवि,KAVI
अहंकार,AHANKAR
सितार,SITAR
राजमंत्री,RAJMANTRI
लिट्टे,LITTE
हस्तक्षेप,HASTAKSHEP
निस्संदेह,NISSANDEH
भारत्,BHARAT
लंबी,LAMBI
अंदर,ANDER
शक्ति,SHAKTI
जन्मदिन,JANMADIN
न्यायालय,NYAYALAY
आदेश,AADESH
अवहेलना,AVHELNA
मामला,MAMLA
शोक,SHOK
किस,KIS
मरम्मत,MARAMMAT
नेपाल,NEPAL
निर्भरता,NIRBHARTA
आलेख,AALEKH
न्याय,NYAY
पढा,PADHA
अक्षय,AKSHAY
प्रियदर्शन,PRIYADARSHAN
पिछली,PICHLI
डोली,DOLI
सजा,SAJA
गरीबों,GARIBON
उद्यायी,UDYAYI
मिलन,MILAN
बस्ती,BASTI
सरकारी,SARKARI
सुश्री,SUSHRI
छत्रपति,CHATRAPATI
शिवाजी,SHIVAJI
विरासत,VIRASAT
सूची,SUCHI
बिटिया,BITIYA
बिहा,BIHA
जंगलों,JANGALON
मौके,MAUKE
संचालक,SANCHALAK
मंवल,MANVAL
नियोजन,NIYOJAN
मूल्यांकन,MULYANKAN
खर्च,KHARCH
अनुमान,ANUMAN
बीमारी,BIMARI
इंसान,INSAN
कहीं,KAHIN
मूल,MUL
फर्क,FARK
दुनिया,DUNIYA
रईस,RAIS
तकनीक,TAKNIK
खबर,KHABAR
छपती,CHAPTI
बाजी,BAJI
मारी,MARI
इशारों,ISHARON
जीता,JEETA
संगीन,SANGIN
प्रणाली,PRANALI
निरंकुश,NIRANKUSH
पवार,PAWAR
